ticker,shortName,type,minTradeQuantity,currencyCode
CVLT_US_EQ,CVLT,STOCK,0.01,USD
CVM_US_EQ,CVM,STOCK,0.03,USD
CVNA_US_EQ,CVNA,STOCK,0.001,USD
CVO_CA_EQ,CVO,STOCK,0.1,CAD
CVS_US_EQ,CVS,STOCK,0.01,USD
CVSd_EQ,CVS,STOCK,0.018,EUR
CVSGl_EQ,CVSG,STOCK,0.01,GBX
CVV_US_EQ,CVV,STOCK,0.5,USD
CVX_US_EQ,CVX,STOCK,0.01,USD
CW_US_EQ,CW,STOCK,0.01,USD
CWAN_US_EQ,CWAN,STOCK,0.01,USD
CWB_CA_EQ,CWB,STOCK,0.04,CAD
CWBHF_US_EQ,CWBHF,STOCK,0.1,USD
CWBR_US_EQ,CWBR,STOCK,1.0,USD
CWCO_US_EQ,CWCO,STOCK,0.01,USD
CWD_US_EQ,CWD,STOCK,1.0,USD
CWEB_CA_EQ,CWEB,STOCK,1.0,CAD
CWEGF_US_EQ,CWEGF,STOCK,0.1,USD
CWEN_US_EQ,CWEN,STOCK,0.01,USD
CWEN/A_US_EQ,CWEN/A,STOCK,0.1,USD
CWH_US_EQ,CWH,STOCK,0.01,USD
CWKl_EQ,CWK,STOCK,0.01,GBX
CWK_US_EQ,CWK,STOCK,0.1,USD
CWRl_EQ,CWR,STOCK,0.1,GBX
CWT_US_EQ,CWT,STOCK,0.01,USD
CX_US_EQ,CX,STOCK,0.1,USD
CXADl_EQ,CXAD,ETF,0.01,USD
CXAI_US_EQ,CXAI,STOCK,0.1,USD
CXASl_EQ,CXAS,ETF,0.01,GBP
CXB_CA_EQ,CXB,STOCK,0.74,CAD
CXDC_US_EQ,CXDC,STOCK,1.0,USD
CXDO_US_EQ,CXDO,STOCK,0.1,USD
CXI_CA_EQ,CXI,STOCK,0.05,CAD
CXM_US_EQ,CXM,STOCK,0.1,USD
CXW_US_EQ,CXW,STOCK,0.1,USD
CYAD_US_EQ,CYADY,STOCK,0.1,USD
CYBAa_EQ,CYBA,ETF,0.19,USD
CYBEa_EQ,CYBE,ETF,0.19,EUR
CYBN_US_EQ,CYBN,STOCK,1.0,USD
CYBPl_EQ,CYBP,ETF,0.1,GBX
CYBRm_EQ,CYBR,ETF,0.1,EUR
CYBRl_EQ,CYBR,ETF,0.1,USD
CYBR_US_EQ,CYBR,STOCK,0.01,USD
CYBRa_EQ,CYBR,ETF,0.1,EUR
CYBUa_EQ,CYBU,ETF,0.2,USD
CYCC_US_EQ,CYCC,STOCK,0.1,USD
CYCN_US_EQ,CYCN,STOCK,0.1,USD
CYDVF_US_EQ,CYDVF,STOCK,1.0,USD
CYDY_US_EQ,CYDY,STOCK,1.0,USD
CYEAp_EQ,CYEA,ETF,0.2,EUR
CYGBl_EQ,CYGB,ETF,0.1,GBP
CYGIY_US_EQ,CYGIY,STOCK,0.1,USD
CYN_US_EQ,CYN,STOCK,0.1,USD
CYRd_EQ,CYR,STOCK,0.1,EUR
CYRN_US_EQ,CYRNQ,STOCK,1.0,USD
CYRX_US_EQ,CYRX,STOCK,0.01,USD
CYSEl_EQ,CYSE,ETF,0.1,GBX
CYTH_US_EQ,CYTH,STOCK,0.1,USD
CYTK_US_EQ,CYTK,STOCK,1.0,USD
EARS_US_EQ,CYTO,STOCK,0.1,USD
AJAX_US_EQ,CZOOF,STOCK,0.06,USD
ERI_US_EQ,CZR,STOCK,0.01,USD
D_US_EQ,D,STOCK,0.01,USD
D26Ad_EQ,D26A,ETF,0.011,EUR
D26Al_EQ,D26A,ETF,0.01,USD
D28Al_EQ,D28A,ETF,0.01,USD
D5BId_EQ,D5BI,ETF,0.1,EUR
D5BKd_EQ,D5BK,ETF,0.01,EUR
D5BMd_EQ,D5BM,ETF,0.02,EUR
DIAGd_EQ,D7G,STOCK,0.1,EUR
DAC_US_EQ,DAC,STOCK,0.01,USD
DADA_US_EQ,DADA,STOCK,0.01,USD
DAEs_EQ,DAE,STOCK,0.001,CHF
DAGBl_EQ,DAGB,ETF,0.1,GBP
DAL_US_EQ,DAL,STOCK,0.01,USD
DAN_US_EQ,DAN,STOCK,0.1,USD
DAO_US_EQ,DAO,STOCK,0.01,USD
DAPPl_EQ,DAPP,ETF,0.1,USD
DAR_US_EQ,DAR,STOCK,1.0,USD
DARl_EQ,DAR,STOCK,1.0,USD
DARE_US_EQ,DARE,STOCK,0.25,USD
DARKl_EQ,DARK,STOCK,0.1,GBX
DASH_US_EQ,DASH,STOCK,0.01,USD
DASTY_US_EQ,DASTY,STOCK,0.01,USD
DATAAl_EQ,DATA,STOCK,1.0,GBX
DATS_US_EQ,DATS,STOCK,0.1,USD
DAVA_US_EQ,DAVA,STOCK,0.01,USD
VPCC_US_EQ,DAVE,STOCK,0.1,USD
DAVVd_EQ,DAVV,ETF,0.1179,EUR
DAWN_US_EQ,DAWN,STOCK,0.1,USD
DAX3l_EQ,DAX3,ETF,0.1,USD
DAXEXs_EQ,DAXEX,ETF,0.008,CHF
DAXSl_EQ,DAXS,ETF,0.1,USD
CDAY_CA_EQ,DAY,STOCK,0.02,CAD
DB_US_EQ,DB,STOCK,0.1,USD
DB1d_EQ,DB1,STOCK,0.001,EUR
DBANd_EQ,DBAN,STOCK,0.04,EUR
DBDD_US_EQ,DBD,STOCK,0.1,USD
DBGp_EQ,DBG,STOCK,0.2,EUR
DBGI_US_EQ,DBGI,STOCK,0.06,USD
DBI_US_EQ,DBI,STOCK,0.1,USD
DBKd_EQ,DBK,STOCK,0.1,EUR
DBM_CA_EQ,DBM,STOCK,0.16,CAD
DBPDd_EQ,DBPD,ETF,0.1,EUR
DBPGd_EQ,DBPG,ETF,0.01,EUR
DBPKd_EQ,DBPK,ETF,0.1,EUR
DBRCl_EQ,DBRC,ETF,0.06,USD
CLNY_US_EQ,DBRG,STOCK,0.05,USD
DBVp_EQ,DBV,STOCK,0.1,EUR
DBVT_US_EQ,DBVT,STOCK,0.1,USD
DBX_US_EQ,DBX,STOCK,0.01,USD
DBX9d_EQ,DBX9,ETF,0.01,EUR
DBXGd_EQ,DBXG,ETF,0.01,EUR
DBZBd_EQ,DBZB,ETF,0.01,EUR
DC_US_EQ,DC,STOCK,0.38,USD
DCA_CA_EQ,DC/A,STOCK,0.95,CAD
DCBO_CA_EQ,DCBO,STOCK,0.02,CAD
DCBO_US_EQ,DCBO,STOCK,0.01,USD
DCCl_EQ,DCC,STOCK,0.01,GBX
DCRN_US_EQ,DCFCQ,STOCK,0.1,USD
MOTN_US_EQ,DCGO,STOCK,0.1,USD
DCI_US_EQ,DCI,STOCK,0.01,USD
DCM_CA_EQ,DCM,STOCK,0.36,CAD
DCO_US_EQ,DCO,STOCK,0.01,USD
DCTH_US_EQ,DCTH,STOCK,0.1,USD
DD_US_EQ,DD,STOCK,0.01,USD
DDBBs_EQ,DDBB,ETF,0.21,USD
DDBGl_EQ,DDBG,ETF,0.23,GBP
DDC_US_EQ,DDC,STOCK,0.15,USD
DDD_US_EQ,DDD,STOCK,0.2,USD
DDDDl_EQ,DDDD,STOCK,5.0,GBX
DDL_US_EQ,DDL,STOCK,0.01,USD
DDOG_US_EQ,DDOG,STOCK,0.01,USD
DDS_US_EQ,DDS,STOCK,0.02,USD
DE_US_EQ,DE,STOCK,0.01,USD
DEA_US_EQ,DEA,STOCK,0.1,USD
DECp_EQ,DEC,STOCK,0.06,EUR
DGOCl_EQ,DEC,STOCK,0.01,GBX
DECK_US_EQ,DECK,STOCK,0.001,USD
I2POp_EQ,DEEZR,STOCK,0.1,EUR
DEFTF_US_EQ,DEFTF,STOCK,0.77,USD
DEL2d_EQ,DEL2,ETF,0.005,EUR
DEL2l_EQ,DEL2,ETF,0.001,EUR
DGRLY_US_EQ,DELKY,STOCK,0.5,USD
DELL_US_EQ,DELL,STOCK,0.01,USD
DEMm_EQ,DEM,ETF,0.08,EUR
DEMs_EQ,DEM,ETF,0.1,CHF
DEMl_EQ,DEM,ETF,0.1,GBX
DEMDl_EQ,DEMD,ETF,0.07,USD
DEME_BE_EQ,DEME,STOCK,0.01,EUR
DEMRl_EQ,DEMR,ETF,0.05,USD
DEMRm_EQ,DEMR,ETF,0.05,EUR
DEMSl_EQ,DEMS,ETF,0.055,GBX
DEO_US_EQ,DEO,STOCK,0.01,USD
DES2l_EQ,DES2,ETF,1.0,EUR
DES2d_EQ,DES2,ETF,0.1,EUR
DESP_US_EQ,DESP,STOCK,0.1,USD
DEZd_EQ,DEZ,STOCK,0.1,EUR
DFEm_EQ,DFE,ETF,0.06,EUR
DFEs_EQ,DFE,ETF,0.07,CHF
DFEl_EQ,DFE,ETF,0.1,GBX
DFEAl_EQ,DFEA,ETF,0.1,EUR
DFENd_EQ,DFEN,ETF,0.1,EUR
DFEPl_EQ,DFEP,ETF,0.1,GBX
DFH_US_EQ,DFH,STOCK,0.01,USD
CNTQ_US_EQ,DFLI,STOCK,1.0,USD
DFNGl_EQ,DFNG,ETF,0.1,GBP
DFNSs_EQ,DFNS,ETF,0.05,CHF
X509d_EQ,DFOB,ETF,0.005,EUR
DFS_US_EQ,DFS,STOCK,0.01,USD
DFY_CA_EQ,DFY,STOCK,0.03,CAD
DG_US_EQ,DG,STOCK,0.001,USD
DGp_EQ,DG,STOCK,0.001,EUR
DGEl_EQ,DGE,STOCK,0.01,GBX
DGGEp_EQ,DGGE,ETF,0.17,EUR
DGIl_EQ,DGI,STOCK,1.0,GBX
DGII_US_EQ,DGII,STOCK,0.1,USD
DGIT1l_EQ,DGIT,ETF,0.1,GBX
DGLY_US_EQ,DGLY,STOCK,0.2,USD
DGRAm_EQ,DGRA,ETF,0.03,EUR
DGRAl_EQ,DGRA,ETF,0.01,USD
DGRBl_EQ,DGRB,ETF,0.07,GBX
DGREm_EQ,DGRE,ETF,0.1,EUR
DGRGl_EQ,DGRG,ETF,0.01,GBX
DGRPl_EQ,DGRP,ETF,1.0,GBX
DGRWl_EQ,DGRW,ETF,0.01,USD
DGSDl_EQ,DGSD,ETF,0.06,USD
DGSEl_EQ,DGSE,ETF,0.1,GBX
DGSEs_EQ,DGSE,ETF,0.06,CHF
DGSEm_EQ,DGSE,ETF,0.1,EUR
DGTLl_EQ,DGTL,ETF,0.1,USD
DGTLm_EQ,DGTL,ETF,0.1,EUR
DGX_US_EQ,DGX,STOCK,0.01,USD
DH2Ol_EQ,DH2O,ETF,0.01,USD
ATAK_US_EQ,DHAI,STOCK,0.1,USD
DHER_US_EQ,DHER,STOCK,0.01,EUR
DHI_US_EQ,DHI,STOCK,0.01,USD
DPWd_EQ,DHL,STOCK,0.01,EUR
DHR_US_EQ,DHR,STOCK,0.001,USD
DHSs_EQ,DHS,ETF,0.01,CHF
DHSl_EQ,DHS,ETF,0.1,GBX
DHSm_EQ,DHS,ETF,0.01,EUR
DHSAm_EQ,DHSA,ETF,0.1,EUR
DHSAl_EQ,DHSA,ETF,0.1,USD
DHSDl_EQ,DHSD,ETF,0.01,USD
DHSPl_EQ,DHSP,ETF,0.1,GBX
DHT_US_EQ,DHT,STOCK,0.1,USD
DHYAl_EQ,DHYA,ETF,0.19,USD
DHYDa_EQ,DHYD,ETF,0.23,USD
DHYEa_EQ,DHYE,ETF,0.21,EUR
DHYGl_EQ,DHYG,ETF,0.24,GBP
DIAs_EQ,DIA,STOCK,1.0,EUR
DIDI_US_EQ,DIDIY,STOCK,0.1,USD
DIE_BE_EQ,DIE,STOCK,0.05,EUR
DIGIm_EQ,DIGI,ETF,0.1,EUR
DIGIl_EQ,DIGI,ETF,0.1,USD
DIGIs_EQ,DIGI,ETF,0.1,CHF
DIIB_CA_EQ,DII/B,STOCK,0.19,CAD
DIMp_EQ,DIM,STOCK,0.01,EUR
HFC_US_EQ,DINO,STOCK,0.1,USD
DIOD_US_EQ,DIOD,STOCK,0.01,USD
DIS_US_EQ,DIS,STOCK,0.001,USD
DIS3l_EQ,DIS3,ETF,0.1,USD
ZAMZl_EQ,DISP,STOCK,1.0,GBX
DISSl_EQ,DISS,ETF,0.1,USD
DIST_US_EQ,DIST,STOCK,1.0,USD
DIV_CA_EQ,DIV,STOCK,0.39,CAD
DJCO_US_EQ,DJCO,STOCK,0.01,USD
DJMCs_EQ,DJMC,ETF,0.02,CHF
DJMCa_EQ,DJMC,ETF,0.02,EUR
DJMCl_EQ,DJMC,ETF,0.01,GBX
DJSCa_EQ,DJSC,ETF,0.03,EUR
DJSCs_EQ,DJSC,ETF,0.03,CHF
DJSCl_EQ,DJSC,ETF,0.1,GBX
DWAC_US_EQ,DJT,STOCK,0.1,USD
DKGd_EQ,DKG,STOCK,1.0,EUR
DKILY_US_EQ,DKILY,STOCK,0.1,USD
DEAC_US_EQ,DKNG,STOCK,0.01,USD
DKS_US_EQ,DKS,STOCK,0.02,USD
DKSHs_EQ,DKSH,STOCK,0.01,CHF
DKUPLp_EQ,DKUPL,STOCK,0.03,EUR
DLAKY_US_EQ,DLAKY,STOCK,0.1,USD
DLCG_CA_EQ,DLCG,STOCK,0.4,CAD
DLGl_EQ,DLG,STOCK,0.1,GBX
DLO_US_EQ,DLO,STOCK,0.01,USD
DLPN_US_EQ,DLPN,STOCK,0.3,USD
DLR_US_EQ,DLR,STOCK,0.001,USD
DLTMl_EQ,DLTM,ETF,0.06,USD
DLTR_US_EQ,DLTR,STOCK,0.01,USD
TRNE_US_EQ,DM,STOCK,0.2,USD
DMAC_US_EQ,DMAC,STOCK,0.1,USD
DMADl_EQ,DMAD,ETF,0.1,GBP
DMAGl_EQ,DMAG,ETF,0.1,GBP
DMATl_EQ,DMAT,ETF,0.1,USD
DMATs_EQ,DMAT,ETF,0.1,CHF
DMEHF_US_EQ,DMEHF,STOCK,0.1,USD
DMGGF_US_EQ,DMGGF,STOCK,1.0,USD
ADMP_US_EQ,DMKPQ,STOCK,0.1,USD
DML_CA_EQ,DML,STOCK,0.46,CAD
DMS_US_EQ,DMSL,STOCK,0.1,USD
DMTK_US_EQ,DMTKQ,STOCK,0.1,USD
SRNG_US_EQ,DNA,STOCK,1.0,USD
DND_CA_EQ,DND,STOCK,0.1,CAD
DNG_CA_EQ,DNG,STOCK,0.31,CAD
DNLI_US_EQ,DNLI,STOCK,0.01,USD
DNLMl_EQ,DNLM,STOCK,0.1,GBX
LOAK_US_EQ,DNMR,STOCK,0.1,USD
DNMR1_WAR_US_EQ,DNMRW,WARRANT,1.0,USD
DNN_US_EQ,DNN,STOCK,2.0,USD
DNNGY_US_EQ,DNNGY,STOCK,0.01,USD
DNOPY_US_EQ,DNOPY,STOCK,0.02,USD
DNOW_US_EQ,DNOW,STOCK,0.1,USD
DNRAd_EQ,DNRA,ETF,1.0,EUR
DNTL_CA_EQ,DNTL,STOCK,0.19,CAD
DNUT_US_EQ,DNUT,STOCK,0.1,USD
DO1_US_EQ,DO,STOCK,0.08,USD
DOC_AT_EQ,DOC,STOCK,0.03,EUR
HCP_US_EQ,DOC,STOCK,0.01,USD
ROSEs_EQ,DOCM,STOCK,1.0,CHF
DOCN_US_EQ,DOCN,STOCK,0.01,USD
DOCSl_EQ,DOCS,STOCK,0.1,GBX
DOCS_US_EQ,DOCS,STOCK,0.01,USD
DOCTl_EQ,DOCT,ETF,0.1,USD
DOCU_US_EQ,DOCU,STOCK,0.001,USD
DODRW_US_EQ,DODRW,WARRANT,1.0,USD
DOGZ_US_EQ,DOGZ,STOCK,1.0,USD
DOKAs_EQ,DOKA,STOCK,0.001,CHF
DOL_CA_EQ,DOL,STOCK,0.02,CAD
DOLE_US_EQ,DOLE,STOCK,0.1,USD
DOMe_EQ,DOM,STOCK,0.1,EUR
DOMl_EQ,DOM,STOCK,0.1,GBX
CAP_US_EQ,DOMA,STOCK,0.2,USD
AIKI_US_EQ,DOMH,STOCK,1.0,USD
DOMOe_EQ,DOMO,STOCK,1.0,EUR
DOMO_US_EQ,DOMO,STOCK,0.01,USD
DOO_CA_EQ,DOO,STOCK,0.02,CAD
DOOO_US_EQ,DOOO,STOCK,0.01,USD
DOTDl_EQ,DOTD,STOCK,1.0,GBX
DOTWs_EQ,DOTW,ETF,0.5,USD
DOTWCHFs_EQ,DOTWCHF,ETF,0.5,CHF
DOUd_EQ,DOU,STOCK,0.03,EUR
DOUG_US_EQ,DOUG,STOCK,0.01,USD
DOV_US_EQ,DOV,STOCK,0.01,USD
DOW1_US_EQ,DOW,STOCK,0.01,USD
DOX_US_EQ,DOX,STOCK,0.01,USD
DOYU_US_EQ,DOYU,STOCK,0.15,USD
DPLMl_EQ,DPLM,STOCK,0.01,GBX
DPM_CA_EQ,DPM,STOCK,0.11,CAD
DPMLF_US_EQ,DPMLF,STOCK,0.15,USD
DPRO_US_EQ,DPRO,STOCK,0.1,USD
DPYAl_EQ,DPYA,ETF,0.1,USD
DPYEl_EQ,DPYE,ETF,0.1,EUR
DPYGl_EQ,DPYG,ETF,0.1,GBP
DPZ_US_EQ,DPZ,STOCK,0.001,USD
DQ_US_EQ,DQ,STOCK,0.03,USD
DR_CA_EQ,DR,STOCK,0.12,CAD
DRCT_US_EQ,DRCT,STOCK,1.0,USD
DRD_US_EQ,DRD,STOCK,0.01,USD
DRDRl_EQ,DRDR,ETF,0.2,GBX
DRH_US_EQ,DRH,STOCK,0.13,USD
DRI_US_EQ,DRI,STOCK,0.01,USD
DRIO_US_EQ,DRIO,STOCK,0.01,USD
DRM_CA_EQ,DRM,STOCK,0.06,CAD
DRMA_US_EQ,DRMA,STOCK,0.3,USD
DRRX_US_EQ,DRRX,STOCK,0.1,USD
DRS_US_EQ,DRS,STOCK,0.1,USD
DRT_CA_EQ,DRT,STOCK,1.0,CAD
HCCC_US_EQ,DRTS,STOCK,1.0,USD
DRUG_US_EQ,DRUG,STOCK,0.1,USD
DRVEs_EQ,DRVE,ETF,0.1,CHF
DRVEl_EQ,DRVE,ETF,0.1,USD
DRVEm_EQ,DRVE,ETF,0.1,EUR
DRVGl_EQ,DRVG,ETF,0.1,GBP
DRW3d_EQ,DRW3,STOCK,0.01,EUR
DRXl_EQ,DRX,STOCK,0.1,GBX
DRX_CA_EQ,DRX,STOCK,0.19,CAD
DSBX_US_EQ,DSBX,STOCK,0.071,USD
DSMa_EQ,DSFIR,STOCK,0.001,EUR
DSG_CA_EQ,DSG,STOCK,0.01,CAD
DSGT_US_EQ,DSGT,STOCK,10.0,USD
DSGX_US_EQ,DSGX,STOCK,0.02,USD
DS_US_EQ,DSHK,STOCK,1.0,USD
DSOLd_EQ,DSOL,ETF,0.02,EUR
DSP_US_EQ,DSP,STOCK,0.1,USD
DSS_US_EQ,DSS,STOCK,1.0,USD
DSUSl_EQ,DSUS,ETF,0.01,USD
DSV_CA_EQ,DSV,STOCK,1.0,CAD
DSVSF_US_EQ,DSVSF,STOCK,1.0,USD
DSX_US_EQ,DSX,STOCK,0.1,USD
PLTN_US_EQ,DSY,STOCK,1.0,USD
DSYp_EQ,DSY,STOCK,0.01,EUR
DT_US_EQ,DT,STOCK,0.01,USD
DTC_US_EQ,DTC,STOCK,0.1,USD
DTCK_US_EQ,DTCK,STOCK,0.2,USD
DTE_US_EQ,DTE,STOCK,0.01,USD
DTEd_EQ,DTE,STOCK,0.01,EUR
DTEA_US_EQ,DTEAF,STOCK,0.4,USD
DTECl_EQ,DTEC,ETF,0.1,GBP
DTGd_EQ,DTG,STOCK,0.1,EUR
ROC_US_EQ,DTI,STOCK,0.1,USD
DTIL_US_EQ,DTIL,STOCK,0.1,USD
DTLAl_EQ,DTLA,ETF,0.01,USD
DTLC1s_EQ,DTLC,ETF,0.3,CHF
DTLEl_EQ,DTLE,ETF,0.3,EUR
DTOL_CA_EQ,DTOL,STOCK,0.14,CAD
DTSS_US_EQ,DTSS,STOCK,0.5,USD
DTST_US_EQ,DTST,STOCK,0.1,USD
DUEd_EQ,DUE,STOCK,0.01,EUR
DUFRY_US_EQ,DUFRY,STOCK,0.1,USD
DUK_US_EQ,DUK,STOCK,0.01,USD
DUKEl_EQ,DUKE,STOCK,1.0,GBX
DUO_US_EQ,DUO,STOCK,0.3,USD
DUOL_US_EQ,DUOL,STOCK,0.01,USD
DUOT_US_EQ,DUOT,STOCK,0.1,USD
DVA_US_EQ,DVA,STOCK,0.01,USD
DVAX_US_EQ,DVAX,STOCK,0.1,USD
DVN_US_EQ,DVN,STOCK,0.01,USD
DWDd_EQ,DWD,STOCK,0.01,EUR
DWLl_EQ,DWL,STOCK,1.0,GBX
DWSd_EQ,DWS,STOCK,0.01,EUR
DX_US_EQ,DX,STOCK,0.01,USD
DXC_US_EQ,DXC,STOCK,0.01,USD
DXCM_US_EQ,DXCM,STOCK,0.01,USD
DXF_US_EQ,DXF,STOCK,1.0,USD
DXJm_EQ,DXJ,ETF,0.04,EUR
DXJ_EQ,DXJ,ETF,0.01,USD
DXJl_EQ,DXJ,ETF,0.1,USD
DXJAl_EQ,DXJA,ETF,0.032,USD
DXJDs_EQ,DXJD,ETF,0.035,CHF
DXJFm_EQ,DXJF,ETF,0.04,EUR
DXJGl_EQ,DXJG,ETF,0.05,GBX
DXJPl_EQ,DXJP,ETF,0.1,GBX
DXJZs_EQ,DXJZ,ETF,0.04,USD
DXJZm_EQ,DXJZ,ETF,0.05,EUR
DXLG_US_EQ,DXLG,STOCK,1.0,USD
DXR_US_EQ,DXR,STOCK,0.1,USD
DXS3d_EQ,DXS3,ETF,0.15,EUR
DXT_CA_EQ,DXT,STOCK,0.18,CAD
DXYZ_US_EQ,DXYZ,STOCK,0.03,USD
DYAI_US_EQ,DYAI,STOCK,0.1,USD
DYCQ_US_EQ,DYCQ,STOCK,0.1,USD
DYNT_US_EQ,DYNT,STOCK,0.4,USD
E_US_EQ,E,STOCK,0.01,USD
E0Pd_EQ,E0P,STOCK,0.012,EUR
EA_US_EQ,EA,STOCK,0.1,USD
EAF_US_EQ,EAF,STOCK,0.1,USD
EAGGs_EQ,EAGG,ETF,0.1,CHF
EAPIp_EQ,EAPI,STOCK,0.1,EUR
EARN_US_EQ,EARN,STOCK,0.1,USD
EAT_US_EQ,EAT,STOCK,0.01,USD
EATe_EQ,EAT,STOCK,0.1,EUR
EB_US_EQ,EB,STOCK,0.1,USD
EB3Md_EQ,EB3M,ETF,0.26,EUR
EBAY_US_EQ,EBAY,STOCK,0.01,USD
EBC_US_EQ,EBC,STOCK,0.1,USD
EBET_US_EQ,EBET,STOCK,0.1,USD
EBIX_US_EQ,EBIXQ,STOCK,0.01,USD
EBIZm_EQ,EBIZ,ETF,0.1,EUR
EBIZs_EQ,EBIZ,ETF,0.1,CHF
EBIZl_EQ,EBIZ,ETF,0.1,USD
EBON_US_EQ,EBON,STOCK,0.1,USD
EBOXl_EQ,EBOX,STOCK,0.1,GBX
EBR_US_EQ,EBR,STOCK,0.1,USD
EBRb_US_EQ,EBR.B,STOCK,0.1,USD
EBROe_EQ,EBRO,STOCK,0.1,EUR
EBRTm_EQ,EBRT,ETF,0.2,EUR
EBS_US_EQ,EBS,STOCK,0.01,USD
EBS_AT_EQ,EBS,STOCK,0.06,EUR
EBTC_US_EQ,EBTC,STOCK,0.01,USD
EBULm_EQ,EBUL,ETF,0.15,EUR
8J3a_EQ,EBUS,STOCK,0.01,EUR
ECp_EQ,EC,STOCK,0.006,EUR
EC_US_EQ,EC,STOCK,0.1,USD
ECARl_EQ,ECAR,ETF,0.1,USD
ECARm_EQ,ECAR,ETF,0.1,EUR
ECBK_US_EQ,ECBK,STOCK,0.1,USD
EFHT_US_EQ,ECDA,STOCK,1.0,USD
ECEHs_EQ,ECEH,ETF,0.1,EUR
ECH3m_EQ,ECH3,ETF,0.02,EUR
ECHOl_EQ,ECHO,STOCK,1.0,GBX
ECIA_US_EQ,ECIA,STOCK,1.0,USD
ECL_US_EQ,ECL,STOCK,0.001,USD
ECMPAa_EQ,ECMPA,STOCK,0.1,EUR
ECN_CA_EQ,ECN,STOCK,0.41,CAD
ECOl_EQ,ECO,STOCK,1.0,GBX
ECO_CA_EQ,ECO,STOCK,0.28,CAD
ECO_US_EQ,ECO,STOCK,0.03,USD
FOXl_EQ,ECOB,STOCK,1.0,GBX
ECOFm_EQ,ECOF,ETF,0.5,EUR
ECOGl_EQ,ECOG,ETF,0.0769,GBX
ECOMl_EQ,ECOM,ETF,0.1,USD
ECOMm_EQ,ECOM,ETF,0.1,EUR
ECOPm_EQ,ECOP,ETF,0.2,EUR
APFl_EQ,ECOR,STOCK,1.0,GBX
ECOR_US_EQ,ECOR,STOCK,0.5,USD
ECRe_EQ,ECR,STOCK,0.1,EUR
ECRDm_EQ,ECRD,ETF,0.5,EUR
ECRNm_EQ,ECRN,ETF,0.3,EUR
ECTNm_EQ,ECTN,ETF,0.1,EUR
CAPd_EQ,ECV,STOCK,0.1,EUR
PQG_US_EQ,ECVT,STOCK,0.1,USD
ED_US_EQ,ED,STOCK,0.01,USD
EDENp_EQ,EDEN,STOCK,0.01,EUR
EDG2l_EQ,EDG2,ETF,0.3,GBP
EDIT_US_EQ,EDIT,STOCK,0.01,USD
EDM2s_EQ,EDM2,ETF,0.2,USD
EDM21d_EQ,EDM2,ETF,0.22,EUR
EDM4d_EQ,EDM4,ETF,0.1,EUR
EDM6d_EQ,EDM6,ETF,0.1,EUR
EDMJs_EQ,EDMJ,ETF,0.17,USD
EDMJ1d_EQ,EDMJ,ETF,0.18,EUR
EDMU1d_EQ,EDMU,ETF,0.14,EUR
EDMUs_EQ,EDMU,ETF,0.13,USD
EDMWs_EQ,EDMW,ETF,0.14,USD
EDN_US_EQ,EDN,STOCK,0.1,USD
EDOCs_EQ,EDOC,ETF,0.1,CHF
EDOCl_EQ,EDOC,ETF,0.1,USD
EDOCm_EQ,EDOC,ETF,0.1,EUR
EDOGl_EQ,EDOG,ETF,0.1,GBP
EDP_PT_EQ,EDP,STOCK,0.2,EUR
EDPR_PT_EQ,EDPR,STOCK,0.05,EUR
EDR_CA_EQ,EDR,STOCK,0.38,CAD
EDRe_EQ,EDR,STOCK,0.1,EUR
EDR_US_EQ,EDR,STOCK,0.01,USD
EDRY_US_EQ,EDRY,STOCK,0.1,USD
EDSA_US_EQ,EDSA,STOCK,0.35,USD
EDT_CA_EQ,EDT,STOCK,1.0,CAD
EDTK_US_EQ,EDTK,STOCK,0.1,USD
EDU_US_EQ,EDU,STOCK,0.1,USD
EDV_CA_EQ,EDV,STOCK,0.04,CAD
EDVDl_EQ,EDVD,ETF,0.1,USD
EE_US_EQ,EE,STOCK,0.01,USD
EEDGl_EQ,EEDG,ETF,0.16,GBP
EEDMl_EQ,EEDM,ETF,0.1,USD
EEDSl_EQ,EEDS,ETF,0.1,USD
EEEl_EQ,EEE,STOCK,1.0,GBX
EEFT_US_EQ,EEFT,STOCK,0.01,USD
EEIl_EQ,EEI,ETF,0.1,GBX
EEIs_EQ,EEI,ETF,0.1,CHF
EEIAl_EQ,EEIA,ETF,0.06,EUR
EEIPl_EQ,EEIP,ETF,0.07,GBX
EEIQ_US_EQ,EEIQ,STOCK,0.1,USD
EEJDl_EQ,EEJD,ETF,0.1,USD
EEJGl_EQ,EEJG,ETF,0.23,GBP
EEMMF_US_EQ,EEMMF,STOCK,0.98,USD
EEPe_EQ,EEP,STOCK,1.0,EUR
EEUDl_EQ,EEUD,ETF,0.1,GBP
EEWDl_EQ,EEWD,ETF,0.1,USD
EEWGl_EQ,EEWG,ETF,0.1,GBP
EEXFl_EQ,EEXF,ETF,0.02,GBP
EFC_US_EQ,EFC,STOCK,0.1,USD
EFCMm_EQ,EFCM,ETF,0.2,EUR
OLGp_EQ,EFG,STOCK,0.35,EUR
EFN_CA_EQ,EFN,STOCK,0.05,CAD
EFOI_US_EQ,EFOI,STOCK,0.1,USD
EFR_CA_EQ,EFR,STOCK,0.1,CAD
EFRNl_EQ,EFRN,ETF,0.1,EUR
